TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages
N27244,,,Evans 36317,Free,"Smith, James, 1737-1812.",1799,"An account of the remarkable occurrences in the life and travels of Col. James Smith, (now a citizen of Bourbon County, Kentucky) during his captivity with the Indians, in the years 1755, '56, '57, '58, & '59, in which the customs, manners, traditions, theological sentiments, mode of warfare, military tactics, discipline and encampments, treatment of prisoners, &c. are better explained, and more minutely related, than has been heretofore done, by any author on that subject. Together with a description of the soil, timber and waters, where he travelled with the Indians, during his captivity. : To which is added, a brief account of some very uncommon occurrences, which transpired after his return from captivity; as well as of the different campaigns carried on against the Indians to the westward of Fort Pit, since the year 1755, to the present date. / Written by himself.",Indian captivities; Indians of North America -- Social life and customs.; Captivity narratives.,88
N27245,,,Evans 36318,Free,"Smith, John.",1799,"An oration, pronounced July 4th, 1799, at the request of the citizens of the town of Suffield, in commemoration of the anniversary of American independence. / By John Smith. ; [Five lines from the Declaration of Independence]",Fourth of July orations -- 1799.,16
N27248,,,Evans 36321,Free,"Smith, Samuel, 1745-1799.",1799,"Last words and dying speech of Samuel Smith, who was executed at Concord, in the county of Middlesex, and the Commonwealth of Massachusetts, the 26th of December, A.D. 1799, for the crime of burglary.",Burglary -- Massachusetts.; Criminals -- Massachusetts.; Counterfeits and counterfeiting -- Massachusetts.; Executions and executioners -- Massachusetts -- Concord.; Crime -- Massachusetts.; Broadsides.,3
N27255,,,Evans 36328,Free,"Smyth, James Carmichael, 1741-1821.; Spencer, George John Spencer, Earl, 1758-1834, dedicatee.",1799,"The effect of the nitrous vapor, in preventing and destroying contagion; ascertained, from a variety of trials, made chiefly by surgeons of His Majesty's Navy, in prisons, hospitals, and on board of ships: : with an introduction respecting the nature of the contagion, which gives rise to the jail or hospital fever; and the various methods formerly employed to prevent or destroy this. / By James Carmichael Smyth, M.D. F.R.S. Fellow of the Royal College of Physicians, and physician extraordinary to His Majesty.",Communicable diseases.; Disinfection and disinfectants.; Fumigation.; Nitrous acid.; Typhus fever.,172
N27257,,,Evans 36330,Free,,1799,"The Social companion, and songster's pocket book, a choice collection of new songs.",Songsters.,60
N27259,,,Evans 36335,Free,,1799,"Songs and lullabies of the good old nurses. Calculated to amuse children. : Embellished with cuts; and illustrated with notes and maxims, historical, philosophical and critical.",Children's songs.; Lullabies.; Juvenile literature -- 1799.; Songsters.,30
N27266,,,Evans 36346,Free,"Spalding, John, 1765-1795.",1799,"Some account of the convincement, and religious progress of John Spalding; late of Reading. With his reasons for leaving the national established mode of worship.","Spalding, John, 1765-1795.; Church of England -- Doctrinal and controversial works.; Quakers -- Great Britain -- Personal narratives",70
N27272,,,Evans 36356,Free,"Stanford, John, 1754-1834.; Hazard, Charles I. S., 1780?-1798.",1799,"The goodness of God in the conversion of youth: a sermon on the death of Charles I.S. Hazard, son of the late Alderman Hazard, who died of the late epidemic, aged 18 years. : In which are introduced, an account of his very early enjoyment of the grace of God, and the exercise of his mind to the period of his death. Transcribed from the diary written with his own hand. / By John Stanford, M.A. ; [One line from Job]","Hazard, Charles I. S., 1780?-1798.; Conversion -- Christianity; Youth and death.; Funeral sermons -- 1798.; Hymns.; Memoirs.",56
N27281,,,Evans 36370,Free,"Stoddard, Amos, 1762-1813.",1799,"An oration, delivered before the citizens of Portland, and the Supreme Judicial Court of the Commonwealth of Massachusetts, on the fourth day of July, 1799; being the anniversary of American independence. / By A. Stoddard. ; [One line from the Declaration of Independence]",Fourth of July orations -- 1799.,30
N27288,,,Evans 36379,Free,"Strong, Cyprian, 1743-1811.",1799,"A discourse, delivered at Hebron, at the celebration of the anniversary of American independence, July 4th, 1799. By Cyprian Strong, A.M. Pastor of the First Church in Chatham.",Fourth of July orations -- 1799.,18
N27289,,,Evans 36380,Free,"Strong, Cyprian, 1743-1811.; Connecticut. General Assembly.",1799,"The kingdom is the Lord's. A sermon, preached at Hartford, on the day of the anniversary election, May 9, 1799. / By Cyprian Strong, A.M. Pastor of the First Church in Chatham.",Election sermons -- Connecticut -- 1799.,45
N27297,,,Evans 36392,Free,"Symmes, Thomas, 1678-1725.; Russell, Elijah, 1769?-1803, ed.",1799,"The history of the fight of the intrepid Captain John Lovell [i.e., Lovewell], which took place on the eighth day of May, 1725, on the beach of Lovell's Pond, in Fryeburgh, in the Distict of Maine. : Together with the commemoration sermon, delivered by the Rev. Mr. T. Symmes. : Published according to act of Congress.","Lovewell, John, 1691-1725.; Indians of North America -- Wars -- 1600-1750.; Pigwacket Fight, 1725.; Funeral sermons -- 1725.; Prospectuses.",60
N27318,,,Evans 36418,Free,"Thompson, Thomas W., 1766-1821.",1799,"An oration, pronounced the 4th day of July, 1799, at Salisbury, in the state of New Hampshire. By Thomas Thompson.",Fourth of July orations -- 1799.,17
N27382,,,Evans 36496,Free,"United States. Congress (5th, 3rd session : 1798-1799). House.",1799,"A bill for the government of the Navy of the United States. 23d January, 1799, read the first and second time, and committed to a committee of the whole House, on Monday next. : (Published by order of the House of Representatives.)",United States. -- Navy -- Regulations.,18
N27429,,,Evans 36547; Evans 36592,Free,"United States. Dept. of State.; Pickering, Timothy, 1745-1829.; United States. Congress (5th, 3rd session : 1798-1799).; United States. President (1797-1801 : Adams).",1799,"Message from the president of the United States, accompanying a report of the secretary of state, containing observations on some of the documents, communicated by the president, on the eighteenth instant. : 21st January, 1799. Ordered to lie on the table. : Published by order of the House of Representatives.","Message from the president of the United States, accompanying sundry papers relative to the affairs of the United States, with the French Republic. 18th January, 1799.; France -- Foreign relations -- United States.; United States -- Foreign relations -- 1797-1801.; United States -- Foreign relations -- France.",48
N27510,,,Evans 36664,Free,"Wakefield, Priscilla, 1751-1832.",1799,"Mental improvement: or, The beauties and wonders of nature and art. In a series of instructive conversations. / By Priscilla Wakefield, author of Leisure hours.",Natural history -- Juvenile literature.; Science -- Juvenile literature.; Juvenile literature -- 1799.; Dialogues.,264
N27531,,,Evans 36687,Free,"Webster, Noah, 1758-1843.",1799,"A brief history of epidemic and pestilential diseases; with the principal phenomena of the physical world, which precede and accompany them, and observations deduced from the facts stated. : In two volumes. / By Noah Webster, author of Dissertations on the English language and several other works--member of the Connecticut Academy of Arts and Sciences--of the Society for the Promotion of Agriculture, Arts and Manufactures, in the state of New York--of the American Academy of Arts and Sciences, and corresponding member of the Historical Society in Massachusetts. ; Vol. I[-II].",Epidemics -- History.; Diseases -- Causes and theories of causation.,708
N27535,,,Evans 36696,Free,"Weems, M. L. (Mason Lock), 1759-1825.; Washington, George, 1732-1799, dedicatee.",1799,"The philanthropist; or, A good twelve cents worth of political love powder, for the fair daughters and patriotic sons of America. Dedicated to that great lover and love of his country, George Washington, Esquire. : [Six lines of verse] / By the Rev. M.L. Weems, (of Lodge no. 50) Dumfries, Virginia.",United States -- Politics and government -- 1797-1801.,30
N27541,,,Evans 36709,Free,"Weston, William, ca. 1752-1833.; New York (N.Y.). Common Council.",1799,"Report of William Weston, Esquire, on the practicability of introducing the water of the River Bronx into the city of New York. Done at the request of the corporation of the said city.",Waterworks -- New York (State) -- New York; Water-supply -- New York (State) -- New York,16
N27542,,,Evans 36710,Free,"Wheaton, Hannah.",1799,"The author wishing it may be improved and enlarged, by some abler pen, now casts in her mite, to the memory of that worthy person, whose loss we severely feel. Hannah Wheaton.","Washington, George, 1732-1799 -- Poetry.; Broadsides.; Poems -- 1799.",2
N27570,,,Evans 36750,Free,"Zimmermann, Johann Georg, 1728-1795.; Wilcocke, Samuel Hull, 1766?-1833, tr.",1799,"Essay on national pride. To which are prefixed, memoirs of the author's life and writings. / Translated from the original German of the late celebrated Dr. J.G. Zimmermann, aulic counselor and physician to His Britannic Majesty at Hanover. By Samuel H. Wilcocke.","Zimmermann, Johann Georg, 1728-1795.; Nationalism.; Patriotism.; Memoirs.; Booksellers' advertisements -- New York (N.Y.).",315
N27580,,,Evans 36757,Free,"Adams, George, 1720-1773.; Draper, John, engraver.; Scot, Robert, 1744?-1823, engraver.",1800,"An essay on the use of celestial and terrestrial globes; exemplified in a greater variety of problems, than are to be found in any other work; exhibiting the general principles of dialing & navigation. / By the late George Adams, mathematical instrument maker to His Majesty, and optician to the Prince of Wales.",Globes.; Astronomy.; Dialing.; Navigation.,241
N27582,,,Evans 36760,Free,"Addison, Alexander, 1759-1807.",1800,"Analysis of the report of the committee of the Virginia Assembly, on the proceedings of sundry of the other states in answer to their resolutions. By Alexander Addison.","Virginia. -- General Assembly.; Alien and Sedition laws, 1798.; Kentucky and Virginia resolutions of 1798.; United States -- Politics and government -- 1797-1801.",54
N27606,,,Evans 36791,Free,"Alden, Timothy, 1771-1839.",1800,"A sermon, delivered at the South Church in Portsmouth, on the V January, M,DCCC. Occasioned by the sudden and universally lamented death of George Washington, commander of the American armies, and late president of the United States. / By Timothy Alden, Jun. A.M. colleague Pastor with the Rev. Samuel Haven, D.D. ; Published at the desire of a respectable number of the hearers, to whom it is affectionately dedicated.","Washington, George, 1732-1799 -- Death and burial.; Funeral sermons -- 1800.",23
N27608,,,Evans 36793,Free,"Alexander, Caleb, 1755-1828.",1800,"A sermon; occasioned by the death of His Excellency George Washington, lieutenant general of the American army, and late president of the United States. Who departed this life, December 14, 1799, aet. 68. : (Published by desire.) / By Caleb Alexander, A.M. Pastor of the Church in Mendon. ; [Two lines from David]","Washington, George, 1732-1799 -- Death and burial.; Funeral sermons -- 1799.",23
N27612,,,Evans 36800,Free,"Allen, Joseph, 1772-1806.",1800,"An oration on the character of the late Genesis George Washington: pronounced before the inhabitants of the town of Western, on Saturday the 22d of February, 1800. / By Joseph Allen, Jun. Esquire. ; Printed at the request of said town.","Washington, George, 1732-1799 -- Death and burial.; Funeral addresses -- 1800.",13
N27614,,,Evans 36802,Free,"Allison, Patrick, 1740-1802.",1800,"A discourse, delivered in the Presbyterian Church, in the city of Baltimore, the 22d of February, 1800.--the day dedicated to the memory of Genesis George Washington. By the Rev. Patrick Allison, D.D.","Washington, George, 1732-1799 -- Death and burial.; Funeral sermons -- 1800.",24
N27634,,,Evans 36834,Free,,1800,"The Amorous songster. Compared with this vigorous volume, the Frisky songster is a lifeless chap.",Songsters.,98
N27637,,,Evans 36837,Free,"Andrews, Benajah, ca. 1760-1805.",1800,"A narrative of Mrs. Elizabeth Andrews, containing an account of her conversion, sickness & death; / written by her surviving consort Benajah Andrews, and published at the particular request of a number of her connections and friends.","Andrews, Elizabeth, 1767-1794.",40
N27639,,,Evans 36839,Free,"Andrews, John, 1764-1845.",1800,"An eulogy on General George Washington: who departed this life Decemeber 14th, 1799, in the 68th year of his age. : Delivered before the First Religious Society, in Newburyport, February 22d. 1800. / By John Andrews, A.M. Colleague Pastor with the Rev. Thomas Carry. ; [Two lines from Young]","Washington, George, 1732-1799 -- Death and burial.; Funeral sermons -- 1800.",20
